"drug","method","selection","n_resistance_genes","n_sensitivity_genes","n_og_in_resistance","n_tsg_in_sensitivity","n_og_in_sensitivity","n_tsg_in_resistance","odds_ratio_og_resistance","odds_ratio_ha_og_resistance","p_og_resistance","odds_ratio_tsg_sensitivity","odds_ratio_ha_tsg_sensitivity","p_tsg_sensitivity","resistance_genes_found","sensitivity_genes_found","p_og_resistance_bh","p_tsg_sensitivity_bh"
"Tanespimycin","DSEN","freq50",8,12,0,0,1,0,0,8.33024244180431,1,0,5.59008103727715,1,"","AKT1",1,1
"Tanespimycin","EN","freq50",14,21,4,1,3,1,57.5335298201714,61.4967910625149,2.22874691433947e-06,7.01801305166692,10.2571088637716,0.138847868076884,"BCL2;KEAP1;LCK;MALT1;MYC","BRAF;KDR;STK11;WWTR1",5.36925392999964e-05,0.314484487524566
"VX-702","DSEN","freq50",1,2,0,0,1,0,0,47.2123700054735,1,0,27.9568881685575,1,"","FGFR2",1,1
"VX-702","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Motesanib","DSEN","freq50",0,1,0,0,1,0,NA,141.64039408867,1,0,46.5958941112912,1,"","WWTR1",1,1
"Motesanib","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"KU-55933","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"KU-55933","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Elesclomol","DSEN","freq50",37,19,5,1,1,1,22.5101881772281,24.3519969179402,5.89675453748123e-06,7.79970069355471,11.3665128543177,0.126497590610722,"ETV5;KIT;LCK;LRP1B;MAP2K1;SYK","TP53",0.00156263995243253,0.632487953053609
"Elesclomol","EN","freq50",30,12,4,0,0,2,22.0922472807307,24.3576115279565,5.58592228137158e-05,0,5.59008103727715,1,"APC;KIT;LCK;LRP1B;MAP2K1;SYK","",0.000616778918568112,1
"Afatinib","DSEN","freq50",2,4,0,0,1,0,0,28.3267651888342,1,0,15.5308842067351,1,"","ERBB2",1,1
"Afatinib","EN","freq50",0,7,0,0,2,0,NA,141.64039408867,1,0,9.31788222582388,1,"","EGFR;ERBB2",1,1
"Vismodegib","DSEN","freq50",2,3,0,0,0,0,0,28.3267651888342,1,0,19.9687427645288,1,"","",1,1
"Vismodegib","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"PLX-4720","DSEN","freq50",10,6,1,1,2,0,15.8080635299606,22.4332784184514,0.0678357683674803,28.0886098655739,38.2443458980044,0.0418034352858845,"RAF1","ATM;BRAF;MAP2K1",0.242925386721382,0.299402982452956
"PLX-4720","EN","freq50",0,1,0,0,1,0,NA,141.64039408867,1,0,46.5958941112912,1,"","BRAF",1,1
"BX796","DSEN","freq50",21,6,1,1,1,1,7.11402487347701,10.3932575240085,0.137168546947223,28.0886098655739,38.2443458980044,0.0418034352858845,"CDH1;ERBB3","CDKN1A",0.403885166011268,0.299402982452956
"BX796","EN","freq50",22,15,2,1,0,1,14.2744499469027,17.3793590002016,0.0102839068410554,10.0281550872955,14.5034482758621,0.101264903087323,"CDH1;ERBB3;SGK1","BAX",0.0425818017637449,0.253162257718309
"NU7441","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"NU7441","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"SL0101","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"SL0101","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Doramapimod","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Doramapimod","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"JNK Inhibitor VIII","DSEN","freq50",3,3,0,0,1,0,0,20.2329345531316,1,0,19.9687427645288,1,"","WWTR1",1,1
"JNK Inhibitor VIII","EN","freq50",3,8,0,0,3,1,0,20.2329345531316,1,0,8.22147011154543,1,"PIK3R1","EGFR;KDR;WWTR1",1,1
"681640","DSEN","freq50",2,0,0,0,0,0,0,28.3267651888342,1,NA,139.790923824959,1,"","",1,1
"681640","EN","freq50",11,17,0,2,0,0,0,6.15670736060541,1,18.7767060526156,22.6861548176604,0.00635405760531421,"","FAT4;PRF1",1,0.0295407941299696
"Nutlin-3a (-)","DSEN","freq50",3,5,1,2,2,1,71.0990860703565,85.2602965403624,0.0208517083700367,94.0259992691488,100.495222558844,0.000494229607335599,"TP53","BAX;CDKN1A;MDM2",0.115118806626244,0.0163713557429917
"Nutlin-3a (-)","EN","freq50",2,2,1,1,0,1,141.798984214153,142.103789126853,0.0139497425329623,140.016396193431,140.242276422764,0.0141326386747607,"TP53","BAX",0.0535750981338408,0.0542775253450953
"PD173074","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"PD173074","EN","freq50",1,2,0,0,1,0,0,47.2123700054735,1,0,27.9568881685575,1,"","FGFR2",1,1
"ZM447439","DSEN","freq50",13,8,0,0,0,0,0,5.24435930183057,1,0,8.22147011154543,1,"","",1,1
"ZM447439","EN","freq50",0,4,0,0,0,0,NA,141.64039408867,1,0,15.5308842067351,1,"","",1,1
"RO-3306","DSEN","freq50",2,2,0,1,0,0,0,28.3267651888342,1,140.016396193431,140.242276422764,0.0141326386747607,"","NRG1",1,0.1484117035507
"RO-3306","EN","freq50",1,3,0,1,1,0,0,47.2123700054735,1,70.1678740665494,84.1434146341463,0.0211241228056388,"","EGFR;NRG1",1,0.0736564808354511
"MK-2206","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"MK-2206","EN","freq50",0,7,0,0,1,0,NA,141.64039408867,1,0,9.31788222582388,1,"","HRAS",1,1
"Palbociclib","DSEN","freq50",26,17,1,2,0,2,5.689616466221,8.35439480569823,0.166960371161184,18.7767060526156,22.6861548176604,0.00635405760531421,"CDKN2A;WT1","RB1;SMAD3",0.480918460409932,0.0854189210968597
"Palbociclib","EN","freq50",20,18,1,2,3,4,7.48763574973037,10.9264985426435,0.131083952970836,17.6008762605,21.3107420040536,0.00711502895078433,"CDKN2A;ID3;POLQ;RB1","HRAS;MAP2K1;SMAD3;WT1",0.318690344378638,0.030909551999309
"Dactolisib","DSEN","freq50",2,2,0,0,0,0,0,28.3267651888342,1,0,27.9568881685575,1,"","",1,1
"Dactolisib","EN","freq50",13,16,0,3,3,1,0,5.24435930183057,1,32.6039552781532,36.5869552039765,0.000184677360449919,"APC","BRIP1;CACNA1D;CDKN1A;MAP3K1",1,0.00139827144340653
"Pictilisib","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Pictilisib","EN","freq50",1,0,0,0,0,0,0,47.2123700054735,1,NA,139.790923824959,1,"","",1,1
"AZD8055","DSEN","freq50",3,2,0,0,0,0,0,20.2329345531316,1,0,27.9568881685575,1,"","",1,1
"AZD8055","EN","freq50",30,39,2,2,2,1,10.1914311406201,12.4986225895317,0.01866848994708,7.61053618656303,9.37215878194671,0.0312617766831623,"AKT1;CTNNB1;NF1","CCND3;CDKN1B;KMT2D",0.0687104143885582,0.0998116966390123
"PD0325901","DSEN","freq50",1,4,0,0,1,0,0,47.2123700054735,1,0,15.5308842067351,1,"","MAP2K1",1,1
"PD0325901","EN","freq50",0,6,0,1,4,0,NA,141.64039408867,1,28.0886098655739,38.2443458980044,0.0418034352858845,"","ASXL1;BRAF;KRAS;MAP2K1;NRAS",1,0.125885344894993
"SB590885","DSEN","freq50",9,5,0,0,3,0,0,7.45320197044335,1,0,12.70679239723,1,"","BRAF;MAP2K1;MITF",1,1
"SB590885","EN","freq50",0,1,0,0,1,0,NA,141.64039408867,1,0,46.5958941112912,1,"","BRAF",1,1
"Selumetinib","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Selumetinib","EN","freq50",0,8,0,0,3,0,NA,141.64039408867,1,0,8.22147011154543,1,"","BRAF;MAP2K1;MITF",1,1
"AZD6482","DSEN","freq50",8,1,0,1,1,0,0,8.33024244180431,1,Inf,420.736585365854,0.0070913821287959,"","CDKN1A",1,0.0854189210968597
"AZD6482","EN","freq50",0,2,0,2,1,0,NA,141.64039408867,1,Inf,703.515497553018,5.01255828315619e-05,"","CDKN1A;VHL",1,0.000510895363475535
"CCT007093","DSEN","freq50",23,8,1,0,1,0,6.46582446144918,9.46897309170785,0.149210625570421,0,8.22147011154543,1,"TEC","ERBB2",0.434514459078699,1
"CCT007093","EN","freq50",21,14,1,2,1,0,7.11402487347701,10.3932575240085,0.137168546947223,23.466252781354,28.1327895595432,0.0043116328055701,"TEC","CDKN2A;ERBB2;VHL",0.327474458928055,0.0207742307904741
"EHT-1864","DSEN","freq50",12,7,0,1,0,0,0,5.664039408867,1,23.3935098890477,32.3598499061914,0.0485993120890705,"","CDC73",1,0.330226094964197
"EHT-1864","EN","freq50",0,1,0,0,0,0,NA,141.64039408867,1,0,46.5958941112912,1,"","",1,1
"Avagacestat","DSEN","freq50",2,4,0,0,0,0,0,28.3267651888342,1,0,15.5308842067351,1,"","",1,1
"Avagacestat","EN","freq50",12,13,0,0,5,0,0,5.664039408867,1,0,5.1758809052164,1,"","CTNNB1;DGCR8;EGFR;ERBB3;PDGFB",1,1
"BMS-536924","DSEN","freq50",2,3,1,1,1,0,141.798984214153,142.103789126853,0.0139497425329623,70.1678740665494,84.1434146341463,0.0211241228056388,"AKT1","FGFR2;PTEN",0.0999103181414869,0.186596418116476
"BMS-536924","EN","freq50",0,4,0,1,1,0,NA,141.64039408867,1,46.7699032668444,60.1010452961672,0.0280661852089512,"","FGFR2;PTEN",1,0.0916444883053665
"Cetuximab","DSEN","freq50",5,1,0,0,1,1,0,12.8749067024929,1,0,46.5958941112912,1,"SPEN","EGFR",1,1
"Cetuximab","EN","freq50",0,1,0,0,1,0,NA,141.64039408867,1,0,46.5958941112912,1,"","EGFR",1,1
"PF-4708671","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"PF-4708671","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Serdemetan","DSEN","freq50",12,6,0,0,1,0,0,5.664039408867,1,0,10.7516519137265,1,"","WWTR1",1,1
"Serdemetan","EN","freq50",11,10,1,0,1,1,14.2308518897012,20.2963050129442,0.0743617552043239,0,6.65516709114764,1,"APC;FOXP1","WWTR1",0.197058651291458,1
"HG-5-113-01","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"HG-5-113-01","EN","freq50",17,7,2,1,0,3,19.0259022801884,22.9882697947214,0.00619550688489578,23.3935098890477,32.3598499061914,0.0485993120890705,"BCOR;ESR1;TBL1XR1","RB1",0.029318023651739,0.139987148952214
"HG-5-88-01","DSEN","freq50",3,0,1,0,0,1,71.0990860703565,85.2602965403624,0.0208517083700367,NA,139.790923824959,1,"AKT1;BCOR","",0.115118806626244,1
"HG-5-88-01","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"TW 37","DSEN","freq50",4,1,0,0,0,0,0,15.7363619777413,1,0,46.5958941112912,1,"","",1,1
"TW 37","EN","freq50",47,9,0,0,0,2,0,1.48932676518883,1,0,7.35588160027297,1,"CDH1;EED","",1,1
"XMD11-85h","DSEN","freq50",4,2,1,2,0,0,47.3835378916262,60.8987997175806,0.027705520957085,Inf,703.515497553018,5.01255828315619e-05,"AKT1","ATM;RB1",0.14396005987505,0.00332081986259098
"XMD11-85h","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"ZG-10","DSEN","freq50",5,5,0,1,0,0,0,12.8749067024929,1,35.093889682082,46.7441734417344,0.0349591741093553,"","RB1",1,0.264690889685119
"ZG-10","EN","freq50",7,7,0,1,0,0,0,9.44116037219485,1,23.3935098890477,32.3598499061914,0.0485993120890705,"","RB1",1,0.139987148952214
"XMD8-92","DSEN","freq50",1,0,0,0,0,0,0,47.2123700054735,1,NA,139.790923824959,1,"","",1,1
"XMD8-92","EN","freq50",8,8,1,1,0,0,20.3254716325375,28.4168039538715,0.0546459011254056,20.0578431616269,28.0445528455285,0.0553471454579407,"CARD11","RB1",0.155711438690672,0.154389405751098
"QL-VIII-58","DSEN","freq50",1,0,0,0,0,0,0,47.2123700054735,1,NA,139.790923824959,1,"","",1,1
"QL-VIII-58","EN","freq50",1,0,0,0,0,0,0,47.2123700054735,1,NA,139.790923824959,1,"","",1,1
"CCT-018159","DSEN","freq50",9,13,0,0,1,0,0,7.45320197044335,1,0,5.1758809052164,1,"","EGFR",1,1
"CCT-018159","EN","freq50",20,26,1,0,1,1,7.48763574973037,10.9264985426435,0.131083952970836,0,2.63597443503257,1,"APC;BRAF","EGFR",0.318690344378638,1
"Rucaparib","DSEN","freq50",3,3,0,0,0,0,0,20.2329345531316,1,0,19.9687427645288,1,"","",1,1
"Rucaparib","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"GSK269962A","DSEN","freq50",1,0,0,0,0,1,0,47.2123700054735,1,NA,139.790923824959,1,"CDH1","",1,1
"GSK269962A","EN","freq50",1,1,0,0,0,1,0,47.2123700054735,1,0,46.5958941112912,1,"CDH1","",1,1
"SB-505124","DSEN","freq50",7,1,1,1,0,0,23.7016996883841,32.7893803066785,0.0479813761484129,Inf,420.736585365854,0.0070913821287959,"SYK","ATM",0.205081688376281,0.0854189210968597
"SB-505124","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Tamoxifen","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Tamoxifen","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"QL-XII-61","DSEN","freq50",2,1,0,0,0,0,0,28.3267651888342,1,0,46.5958941112912,1,"","",1,1
"QL-XII-61","EN","freq50",10,5,1,0,0,0,15.8080635299606,22.4332784184514,0.0678357683674803,0,12.70679239723,1,"CTNNB1","",0.185324521828683,1
"JQ1","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"JQ1","EN","freq50",17,16,1,0,0,0,8.89147525019455,12.9140332484649,0.112572376055354,0,4.2345169687147,1,"CTNNB1","",0.281430940138384,1
"PFI-1","DSEN","freq50",4,3,0,0,0,0,0,15.7363619777413,1,0,19.9687427645288,1,"","",1,1
"PFI-1","EN","freq50",4,4,1,0,0,0,47.3835378916262,60.8987997175806,0.027705520957085,0,15.5308842067351,1,"CTNNB1","",0.0884573861882835,1
"IOX2","DSEN","freq50",1,0,0,0,0,0,0,47.2123700054735,1,NA,139.790923824959,1,"","",1,1
"IOX2","EN","freq50",1,0,0,0,0,0,0,47.2123700054735,1,NA,139.790923824959,1,"","",1,1
"UNC0638","DSEN","freq50",2,1,1,0,0,0,141.798984214153,142.103789126853,0.0139497425329623,0,46.5958941112912,1,"AKT1","",0.0999103181414869,1
"UNC0638","EN","freq50",27,21,6,1,0,1,41.2988589222792,43.6609793151806,2.92734734045965e-08,7.01801305166692,10.2571088637716,0.138847868076884,"AKT1;ATF1;CTNNB1;KDR;PIK3CA;TET1","PIK3R1",3.90688169292415e-06,0.314484487524566
"YK-4-279","DSEN","freq50",8,5,1,0,0,1,20.3254716325375,28.4168039538715,0.0546459011254056,0,12.70679239723,1,"BCOR;ERBB3","",0.219411572700492,1
"YK-4-279","EN","freq50",39,36,4,1,0,6,16.4117415450382,18.1786459187739,0.000159546535741345,4.00996618020622,5.92105805565098,0.226092475542828,"BCOR;CDH1;ERBB3;EZH2;P2RY8;PER1;RB1;TP63","SETD1B",0.00140932773238188,0.457362641365264
"CHIR-99021","DSEN","freq50",3,5,0,0,0,1,0,20.2329345531316,1,0,12.70679239723,1,"CDH1","",1,1
"CHIR-99021","EN","freq50",23,19,1,3,2,3,6.46582446144918,9.46897309170785,0.149210625570421,26.4694211146363,29.9326985071666,0.000314558523815727,"CDH1;RB1;TP53","CDKN1A;SMAD3;VHL;WWTR1",0.3468492611944,0.00225291915705858
"(5Z)-7-Oxozeaenol","DSEN","freq50",3,3,1,1,1,1,71.0990860703565,85.2602965403624,0.0208517083700367,70.1678740665494,84.1434146341463,0.0211241228056388,"TP53","BAX;MAP2K1",0.115118806626244,0.186596418116476
"(5Z)-7-Oxozeaenol","EN","freq50",7,5,1,0,2,3,23.7016996883841,32.7893803066785,0.0479813761484129,0,12.70679239723,1,"KEAP1;RB1;TP53","BRAF;MAP2K1",0.139725985487136,1
"Piperlongumine","DSEN","freq50",2,0,0,0,0,0,0,28.3267651888342,1,NA,139.790923824959,1,"","",1,1
"Piperlongumine","EN","freq50",15,12,1,1,2,2,10.1611667446051,14.695960915753,0.10001347357494,12.7635970785077,18.2882290562036,0.0818647799103389,"APC;CDH1;SYK","CDKN1A;WWTR1",0.254842024013069,0.208597756502306
"Daporinad","DSEN","freq50",27,26,3,2,0,1,17.910743221751,20.4243070362473,0.000876814209907855,11.7349493559041,14.3494689882478,0.0145611482728988,"CDH1;ERBB2;ERBB3;SND1","BAP1;RB1",0.0258173072917313,0.1484117035507
"Daporinad","EN","freq50",46,29,5,5,1,2,17.5653377369058,19.0668584186496,1.76124272314579e-05,29.6275847746427,31.8808795346804,1.79292541228754e-06,"APOBEC3B;CDH1;CTNNB1;ERBB2;ERBB3;SND1","BAP1;NOTCH1;PIK3R1;RB1;TET2",0.000306830332356116,4.75125234256198e-05
"Talazoparib","DSEN","freq50",5,3,1,0,0,1,35.5597897383534,47.3646348160351,0.0345115151459691,0,19.9687427645288,1,"TP53","",0.163313419887175,1
"Talazoparib","EN","freq50",29,11,3,1,0,5,16.5178590959665,18.8819737789042,0.00108407865098662,14.044858517083,20.0304297328688,0.0753057585301004,"APC;CBL;CDH1;EZH2;TP53","STAG2",0.00718202106278637,0.197584415945313
"rTRAIL","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"rTRAIL","EN","freq50",2,3,0,0,0,0,0,28.3267651888342,1,0,19.9687427645288,1,"","",1,1
"UNC1215","DSEN","freq50",2,0,0,0,0,0,0,28.3267651888342,1,NA,139.790923824959,1,"","",1,1
"UNC1215","EN","freq50",4,1,0,1,0,0,0,15.7363619777413,1,Inf,420.736585365854,0.0070913821287959,"","VHL",1,0.030909551999309
"SGC0946","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"SGC0946","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"XAV939","DSEN","freq50",15,19,1,1,3,2,10.1611667446051,14.695960915753,0.10001347357494,7.79970069355471,11.3665128543177,0.126497590610722,"BCL2;SMAD4;SPEN","EGFR;MAP3K1;WWTR1",0.315518696397133,0.632487953053609
"XAV939","EN","freq50",26,25,1,2,2,3,5.689616466221,8.35439480569823,0.166960371161184,12.2452962255063,14.9604317795287,0.0135036429824247,"AMER1;BCL2;SMAD4;SPEN","EGFR;NF2;STK11;WWTR1",0.381418089290636,0.0542191725809476
"PLX-4720_repl_1371","DSEN","freq50",1,2,1,0,2,0,Inf,426.321252059308,0.00699928625699342,0,27.9568881685575,1,"RAF1","BRAF;MAP2K1",0.0741924343241303,1
"PLX-4720_repl_1371","EN","freq50",0,1,0,0,1,0,NA,141.64039408867,1,0,46.5958941112912,1,"","BRAF",1,1
"Trametinib","DSEN","freq50",1,4,0,0,1,0,0,47.2123700054735,1,0,15.5308842067351,1,"","MAP2K1",1,1
"Trametinib","EN","freq50",3,13,0,1,5,1,0,20.2329345531316,1,11.6999825519235,16.8247804878049,0.088377426965626,"RB1","ASXL1;BRAF;ERBB3;KRAS;MAP2K1;NRAS",1,0.223047791865628
"Dabrafenib","DSEN","freq50",2,6,1,2,2,1,141.798984214153,142.103789126853,0.0139497425329623,70.3936104175736,78.1611382998006,0.000737868226708356,"TP53","ATM;BAX;BRAF;MAP2K1",0.0999103181414869,0.0217261200086349
"Dabrafenib","EN","freq50",1,3,1,1,1,1,Inf,426.321252059308,0.00699928625699342,70.1678740665494,84.1434146341463,0.0211241228056388,"TP53","ATM;BRAF",0.0299163041629557,0.0736564808354511
"Temozolomide","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Temozolomide","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Afatinib_repl_1377","DSEN","freq50",16,16,2,0,2,1,20.3897573084181,24.5742376745512,0.00549187975444495,0,4.2345169687147,1,"KIT;RAF1;SMAD3","EGFR;ERBB2",0.0741924343241303,1
"Afatinib_repl_1377","EN","freq50",0,5,0,0,0,0,NA,141.64039408867,1,0,12.70679239723,1,"","",1,1
"Bleomycin (50 uM)","DSEN","freq50",16,16,3,0,2,2,33.0392950212874,37.0757938701554,0.000177711984042973,0,4.2345169687147,1,"CDH1;MAP2K1;SYK;TP53","JUN;WWTR1",0.00941873515427755,1
"Bleomycin (50 uM)","EN","freq50",43,38,3,0,4,5,10.7367423465051,12.3508588743525,0.0034064612222169,0,1.81386684628176,1,"CDH1;CDKN2A;EZH2;RB1;SYK;TP53","EGFR;JUN;MAP2K1;WWTR1",0.0184226984466832,1
"SN-38","DSEN","freq50",8,3,0,0,0,0,0,8.33024244180431,1,0,19.9687427645288,1,"","",1,1
"SN-38","EN","freq50",8,3,1,1,0,1,20.3254716325375,28.4168039538715,0.0546459011254056,70.1678740665494,84.1434146341463,0.0211241228056388,"TP53","KDM5C",0.155711438690672,0.0736564808354511
"Olaparib","DSEN","freq50",1,2,0,0,1,0,0,47.2123700054735,1,0,27.9568881685575,1,"","WWTR1",1,1
"Olaparib","EN","freq50",25,16,1,3,2,1,5.926770580885,8.69559224019097,0.161085184469299,32.6039552781532,36.5869552039765,0.000184677360449919,"ETV5;NCOR2","CBLC;ERCC5;STAG2;WWTR1",0.371196294646646,0.00139827144340653
"Selumetinib_repl_1498","DSEN","freq50",10,8,2,0,3,3,35.6741221294667,41.9265921244531,0.00211732532103134,0,8.22147011154543,1,"PAX5;SMARCA4;TP53","BRAF;ERBB3;KRAS",0.0400779435766647,1
