"drug","method","selection","n_resistance_genes","n_sensitivity_genes","n_og_in_resistance","n_tsg_in_sensitivity","n_og_in_sensitivity","n_tsg_in_resistance","odds_ratio_og_resistance","odds_ratio_ha_og_resistance","p_og_resistance","odds_ratio_tsg_sensitivity","odds_ratio_ha_tsg_sensitivity","p_tsg_sensitivity","resistance_genes_found","sensitivity_genes_found","p_og_resistance_bh","p_tsg_sensitivity_bh"
"Selumetinib_repl_1498","EN","freq50",4,8,1,1,4,1,47.3835378916262,60.8987997175806,0.027705520957085,20.0578431616269,28.0445528455285,0.0553471454579407,"TP53","ASXL1;BRAF;KRAS;MAP2K1;NRAS",0.0884573861882835,0.154389405751098
"Bicalutamide","DSEN","freq50",11,12,1,0,0,0,14.2308518897012,20.2963050129442,0.0743617552043239,0,5.59008103727715,1,"RAF1","",0.259287699067708,1
"Bicalutamide","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Refametinib","DSEN","freq50",18,24,2,1,7,2,17.8385695623757,21.5945404457801,0.00693791040798977,6.10342206249203,8.94706798131811,0.157047688790065,"GATA3;TP53","BRAF;CTNNB1;ERBB3;KRAS;MAP2K1;NOTCH1;SRC",0.0741924343241303,0.743172098738698
"Refametinib","EN","freq50",1,9,1,1,4,1,Inf,426.321252059308,0.00699928625699342,17.5454754554985,24.7446197991392,0.0620472739369036,"TP53","ASXL1;BRAF;KRAS;MAP2K1;NRAS",0.0299163041629557,0.169510593745149
"Pictilisib_repl_1527","DSEN","freq50",18,5,2,1,1,0,17.8385695623757,21.5945404457801,0.00693791040798977,35.093889682082,46.7441734417344,0.0349591741093553,"AKT1;MTOR","MAP3K1",0.0741924343241303,0.264690889685119
"Pictilisib_repl_1527","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Pevonedistat","DSEN","freq50",4,4,1,0,1,0,47.3835378916262,60.8987997175806,0.027705520957085,0,15.5308842067351,1,"CCND2","MAP2K1",0.14396005987505,1
"Pevonedistat","EN","freq50",32,27,2,0,1,0,9.51443675618131,11.6784988483945,0.0210926803549141,0,2.54006188301164,1,"CCND2;MAML2","MAP2K1",0.074527470587363,1
"Doxorubicin","DSEN","freq50",1,1,0,0,0,0,0,47.2123700054735,1,0,46.5958941112912,1,"","",1,1
"Doxorubicin","EN","freq50",3,1,0,0,0,0,0,20.2329345531316,1,0,46.5958941112912,1,"","",1,1
"Etoposide","DSEN","freq50",16,10,1,0,0,0,9.48613201867949,13.7475155444545,0.106314913162973,0,6.65516709114764,1,"CCND1","",0.323832781473423,1
"Etoposide","EN","freq50",21,21,0,3,3,0,0,3.29235880398671,1,23.5394388147687,26.6954925465564,0.000427236102090045,"","CCR7;KDM5C;KMT2D;NOTCH1",1,0.00290301453984261
"Gemcitabine","DSEN","freq50",4,2,0,0,0,0,0,15.7363619777413,1,0,27.9568881685575,1,"","",1,1
"Gemcitabine","EN","freq50",7,4,0,0,0,0,0,9.44116037219485,1,0,15.5308842067351,1,"","",1,1
"Mitomycin-C","DSEN","freq50",1,4,0,0,0,0,0,47.2123700054735,1,0,15.5308842067351,1,"","",1,1
"Mitomycin-C","EN","freq50",4,2,0,0,0,0,0,15.7363619777413,1,0,27.9568881685575,1,"","",1,1
"Vinorelbine","DSEN","freq50",5,2,0,0,0,0,0,12.8749067024929,1,0,27.9568881685575,1,"","",1,1
"Vinorelbine","EN","freq50",7,13,0,0,0,0,0,9.44116037219485,1,0,5.1758809052164,1,"","",1,1
"NSC-87877","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"NSC-87877","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Bicalutamide_repl_150","DSEN","freq50",24,9,2,0,4,0,12.9707416385714,15.8337924701561,0.0121749354987419,0,7.35588160027297,1,"AKT3;MAP2K1","ERBB2;ERBB3;MDM2;WWTR1",0.0999103181414869,1
"Bicalutamide_repl_150","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"QS11","DSEN","freq50",0,1,0,0,0,0,NA,141.64039408867,1,0,46.5958941112912,1,"","",1,1
"QS11","EN","freq50",0,3,0,0,0,0,NA,141.64039408867,1,0,19.9687427645288,1,"","",1,1
"CP466722","DSEN","freq50",11,2,0,1,0,1,0,6.15670736060541,1,140.016396193431,140.242276422764,0.0141326386747607,"NDRG1","PTEN",1,0.1484117035507
"CP466722","EN","freq50",57,42,5,5,3,1,13.8542021790655,15.0680499244773,5.05214198746952e-05,19.2067605024195,20.8225590334981,1.19096122813543e-05,"AKT1;BRAF;CTNNB1;MAPK1;NDRG1;SRC","KMT2D;MYC;NOTCH1;PIK3R1;PTEN;RB1",0.000608553466672465,0.000210403150303926
"Midostaurin","DSEN","freq50",16,7,1,0,1,0,9.48613201867949,13.7475155444545,0.106314913162973,0,9.31788222582388,1,"BRAF","WWTR1",0.323832781473423,1
"Midostaurin","EN","freq50",15,18,1,0,1,0,10.1611667446051,14.695960915753,0.10001347357494,0,3.7765561347409,1,"BRAF","WWTR1",0.254842024013069,1
"CHIR-99021_repl_154","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"CHIR-99021_repl_154","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Ponatinib","DSEN","freq50",0,1,0,0,0,0,NA,141.64039408867,1,0,46.5958941112912,1,"","",1,1
"Ponatinib","EN","freq50",8,16,0,1,2,0,0,8.33024244180431,1,9.36089900732784,13.5674272226593,0.107640378923362,"","ASXL1;MYC;NT5C2",1,0.266585985184026
"AZD6482_repl_156","DSEN","freq50",15,12,0,1,2,2,0,4.56745590338471,1,12.7635970785077,18.2882290562036,0.0818647799103389,"NCOR2;PTEN","AKT1;MYH9;WWTR1",1,0.482092592805329
"AZD6482_repl_156","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"JNK-9L","DSEN","freq50",9,12,2,0,1,0,40.7002795699349,47.5179063360882,0.00170171762596939,0,5.59008103727715,1,"MTOR;SRC","LCK",0.0375795975734907,1
"JNK-9L","EN","freq50",17,21,2,1,2,1,19.0259022801884,22.9882697947214,0.00619550688489578,7.01801305166692,10.2571088637716,0.138847868076884,"MTOR;RB1;SRC","FANCA;LCK;MYC",0.029318023651739,0.314484487524566
"PF-562271","DSEN","freq50",12,6,1,0,0,0,12.9315252441701,18.5309791562209,0.0808422035120453,0,10.7516519137265,1,"BRAF","",0.278223167931065,1
"PF-562271","EN","freq50",13,9,2,0,0,1,25.9283341937508,30.9870643190801,0.00361948543581394,0,7.35588160027297,1,"BRAF;TP53","",0.0191832728098139,1
"HG6-64-1","DSEN","freq50",3,3,0,0,1,0,0,20.2329345531316,1,0,19.9687427645288,1,"","WWTR1",1,1
"HG6-64-1","EN","freq50",39,32,4,1,4,5,16.4117415450382,18.1786459187739,0.000159546535741345,4.52836948478236,6.67355787843593,0.203727851346759,"CDH1;CDH17;CDKN2A;GATA3;KMT2A;RB1;TP53","ASXL1;CCND3;MYC;NT5C2;WWTR1",0.00140932773238188,0.428475242911834
"JQ1_repl_163","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"JQ1_repl_163","EN","freq50",1,2,0,0,1,0,0,47.2123700054735,1,0,27.9568881685575,1,"","CCND3",1,1
"JQ12","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"JQ12","EN","freq50",0,1,0,0,0,0,NA,141.64039408867,1,0,46.5958941112912,1,"","",1,1
"DMOG","DSEN","freq50",7,5,1,0,1,0,23.7016996883841,32.7893803066785,0.0479813761484129,0,12.70679239723,1,"SRC","STAT3",0.205081688376281,1
"DMOG","EN","freq50",32,27,2,0,3,2,9.51443675618131,11.6784988483945,0.0210926803549141,0,2.54006188301164,1,"APC;CTNNB1;ETV6;SRC","LCK;MYC;STAT3",0.074527470587363,1
"FTI-277","DSEN","freq50",0,5,0,0,1,0,NA,141.64039408867,1,0,12.70679239723,1,"","WWTR1",1,1
"FTI-277","EN","freq50",0,1,0,0,1,0,NA,141.64039408867,1,0,46.5958941112912,1,"","MYB",1,1
"OSU-03012","DSEN","freq50",18,15,0,0,0,1,0,3.82652110238317,1,0,4.50781617608616,1,"NDRG1","",1,1
"OSU-03012","EN","freq50",22,34,0,1,1,1,0,3.14595876664842,1,4.25317823680848,6.27484528576629,0.214989545725558,"RB1","KMT2D",1,0.438247920132869
"Shikonin","DSEN","freq50",3,1,0,0,0,0,0,20.2329345531316,1,0,46.5958941112912,1,"","",1,1
"Shikonin","EN","freq50",23,6,0,0,3,0,0,3.01201830695594,1,0,10.7516519137265,1,"","CCND3;MYC;RAC1",1,1
"AKT inhibitor VIII","DSEN","freq50",23,18,2,1,3,1,13.585671228936,16.5706323275034,0.0112117087816955,8.2603669739856,12.0163066202091,0.120256406067796,"BCL2;MAP2K1;ROBO2","AR;ERBB2;EXT1;KDR",0.0999103181414869,0.632487953053609
"AKT inhibitor VIII","EN","freq50",0,1,0,0,1,0,NA,141.64039408867,1,0,46.5958941112912,1,"","PIK3CA",1,1
"Embelin","DSEN","freq50",9,8,0,0,2,0,0,7.45320197044335,1,0,8.22147011154543,1,"","MAP2K1;WWTR1",1,1
"Embelin","EN","freq50",9,13,1,0,2,0,17.7826946781057,25.0730690958426,0.0612639240628351,0,5.1758809052164,1,"KIT","BRAF;WWTR1",0.169113957048451,1
"FH535","DSEN","freq50",1,1,0,0,0,1,0,47.2123700054735,1,0,46.5958941112912,1,"SMAD4","",1,1
"FH535","EN","freq50",4,7,0,0,2,2,0,15.7363619777413,1,0,9.31788222582388,1,"RB1;SMAD4","ERBB2;WWTR1",1,1
"PAC-1","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"PAC-1","EN","freq50",4,10,0,1,2,0,0,15.7363619777413,1,15.6010127550251,22.1394094993582,0.06870003369251,"","MYC;NOTCH1",1,0.182055089285151
"IPA-3","DSEN","freq50",14,6,0,0,0,0,0,4.88256610610951,1,0,10.7516519137265,1,"","",1,1
"IPA-3","EN","freq50",27,29,2,2,4,0,11.4156483709402,13.9700210662778,0.0152718134091619,10.4290442556813,12.7831825596915,0.0179387931735507,"CTNNB1;SRC","FGFR3;FOXR1;KMT2D;MYC;RB1",0.057814722191827,0.0660247248748739
"GSK650394","DSEN","freq50",4,3,1,0,0,0,47.3835378916262,60.8987997175806,0.027705520957085,0,19.9687427645288,1,"BRAF","",0.14396005987505,1
"GSK650394","EN","freq50",1,3,1,0,0,0,Inf,426.321252059308,0.00699928625699342,0,19.9687427645288,1,"BRAF","",0.0299163041629557,1
"BAY-61-3606","DSEN","freq50",5,10,0,2,0,0,0,12.8749067024929,1,35.2051827281486,41.3755877554937,0.00217243613644981,"","NRG1;PTEN",1,0.0411211125828
"BAY-61-3606","EN","freq50",16,36,1,2,3,0,9.48613201867949,13.7475155444545,0.106314913162973,8.28058360700643,10.1878383809726,0.0269491329765457,"CTNNB1","KMT2D;LCK;MYC;PTEN",0.268318590363694,0.0915579517792898
"5-Fluorouracil","DSEN","freq50",9,8,2,0,0,1,40.7002795699349,47.5179063360882,0.00170171762596939,0,8.22147011154543,1,"TP53;WWTR1","",0.0375795975734907,1
"5-Fluorouracil","EN","freq50",30,39,4,5,1,1,22.0922472807307,24.3576115279565,5.58592228137158e-05,20.9115018305437,22.6347921591099,8.20226582140994e-06,"CTNNB1;MET;TP53;WWTR1","BAX;KMT2D;PTEN;SLC34A2;TET2",0.000616778918568112,0.000155257174476688
"Thapsigargin","DSEN","freq50",9,13,1,0,0,1,17.7826946781057,25.0730690958426,0.0612639240628351,0,5.1758809052164,1,"GATA3","",0.23192771252359,1
"Thapsigargin","EN","freq50",3,2,0,0,0,0,0,20.2329345531316,1,0,27.9568881685575,1,"","",1,1
"Obatoclax Mesylate","DSEN","freq50",1,0,0,0,0,0,0,47.2123700054735,1,NA,139.790923824959,1,"","",1,1
"Obatoclax Mesylate","EN","freq50",18,24,1,4,2,1,8.36809789226711,12.1758060720169,0.118786168152257,28.3549271215025,31.0744923705395,2.356050714973e-05,"RB1;SRC","NRAS;PTPRB;SETD1B;SMAD3;TP63",0.294190042620076,0.000346863021926581
"BMS-754807","DSEN","freq50",4,0,0,0,0,0,0,15.7363619777413,1,NA,139.790923824959,1,"","",1,1
"BMS-754807","EN","freq50",27,19,0,1,1,3,0,2.57366771159875,1,7.79970069355471,11.3665128543177,0.126497590610722,"DDX3X;LRIG3;LRP1B","KRAS;WNK2",1,0.29665364169771
"Linsitinib","DSEN","freq50",3,5,1,1,0,0,71.0990860703565,85.2602965403624,0.0208517083700367,35.093889682082,46.7441734417344,0.0349591741093553,"AKT1","PTEN",0.115118806626244,0.264690889685119
"Linsitinib","EN","freq50",13,14,1,0,1,3,11.8554864714874,17.0481054365733,0.0872774300183983,0,4.81881182585369,1,"KMT2D;LRP1B;PTEN","KRAS",0.226750185832113,1
"Bexarotene","DSEN","freq50",1,1,0,0,0,0,0,47.2123700054735,1,0,46.5958941112912,1,"","",1,1
"Bexarotene","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Bleomycin","DSEN","freq50",1,2,0,1,0,0,0,47.2123700054735,1,140.016396193431,140.242276422764,0.0141326386747607,"","SMAD3",1,0.1484117035507
"Bleomycin","EN","freq50",6,4,2,1,1,1,71.330882759973,79.2020202020202,0.000718973537372626,46.7699032668444,60.1010452961672,0.0280661852089512,"BRAF;TP53","SMAD3;WWTR1",0.00501389440536174,0.0916444883053665
"LFM-A13","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"LFM-A13","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"GW-2580","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"GW-2580","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Luminespib","DSEN","freq50",1,2,0,0,0,0,0,47.2123700054735,1,0,27.9568881685575,1,"","",1,1
"Luminespib","EN","freq50",1,2,0,0,0,0,0,47.2123700054735,1,0,27.9568881685575,1,"","",1,1
"Phenformin","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Phenformin","EN","freq50",8,34,3,1,3,0,85.8585660694664,91.0211065882708,1.85256049724447e-05,4.25317823680848,6.27484528576629,0.214989545725558,"CTNNB1;EGFR;SRC","MALT1;MYC;SLC34A2;SYK",0.000306830332356116,0.438247920132869
"Bryostatin 1","DSEN","freq50",1,0,0,0,0,0,0,47.2123700054735,1,NA,139.790923824959,1,"","",1,1
"Bryostatin 1","EN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Pazopanib","DSEN","freq50",12,7,0,0,0,0,0,5.664039408867,1,0,9.31788222582388,1,"","",1,1
"Pazopanib","EN","freq50",10,12,0,1,1,0,0,6.74321682696067,1,12.7635970785077,18.2882290562036,0.0818647799103389,"","CREBBP",1,0.208597756502306
"Dacinostat","DSEN","freq50",8,14,3,1,0,0,85.8585660694664,91.0211065882708,1.85256049724447e-05,10.8010517070901,15.5781391147245,0.0948440265163999,"AKT1;CTNNB1;MAPK1","PTEN",0.00163642843923262,0.534758872911616
"Dacinostat","EN","freq50",25,27,4,3,1,0,27.3356536702114,30.0256549162249,2.6505082113354e-05,17.6564035132717,20.1550151975684,0.000910493728207027,"AKT1;CTNNB1;MAPK1;SRC","KMT2D;PTEN;RB1",0.000413167456472872,0.00536179639944138
"Epothilone B","DSEN","freq50",3,1,1,0,0,0,71.0990860703565,85.2602965403624,0.0208517083700367,0,46.5958941112912,1,"BRAF","",0.115118806626244,1
"Epothilone B","EN","freq50",2,2,1,0,0,0,141.798984214153,142.103789126853,0.0139497425329623,0,27.9568881685575,1,"BRAF","",0.0535750981338408,1
"GSK1904529A","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"GSK1904529A","EN","freq50",4,4,0,0,0,0,0,15.7363619777413,1,0,15.5308842067351,1,"","",1,1
"BMS-345541","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"BMS-345541","EN","freq50",35,32,4,4,3,0,18.5364857458679,20.4889469931067,0.000103825597853603,20.2465251062648,22.3476795436868,7.62472709877524e-05,"AKT1;CTNNB1;KDR;MAPK1","KDM5C;LCK;MYC;NOTCH1;SLC34A2;TET2",0.00101902901597054,0.000696742303853599
"Tipifarnib","DSEN","freq50",0,1,0,0,0,0,NA,141.64039408867,1,0,46.5958941112912,1,"","",1,1
"Tipifarnib","EN","freq50",0,4,0,0,0,0,NA,141.64039408867,1,0,15.5308842067351,1,"","",1,1
"Avagacestat_repl_205","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Avagacestat_repl_205","EN","freq50",0,1,0,1,0,0,NA,141.64039408867,1,Inf,420.736585365854,0.0070913821287959,"","MLH1",1,0.030909551999309
"Ruxolitinib","DSEN","freq50",0,0,0,0,0,0,NA,141.64039408867,1,NA,139.790923824959,1,"","",1,1
"Ruxolitinib","EN","freq50",8,2,0,0,1,0,0,8.33024244180431,1,0,27.9568881685575,1,"","JAK2",1,1
"AS601245","DSEN","freq50",20,8,1,0,0,2,7.48763574973037,10.9264985426435,0.131083952970836,0,8.22147011154543,1,"CDKN2A;MTOR;SMAD4","",0.390306152104175,1
"AS601245","EN","freq50",14,21,0,1,0,2,0,4.88256610610951,1,7.01801305166692,10.2571088637716,0.138847868076884,"RB1;SMAD4","KMT2C",1,0.314484487524566
"Ispinesib Mesylate","DSEN","freq50",29,15,2,1,0,0,10.5670663156548,12.9534184823441,0.0175038123008824,10.0281550872955,14.5034482758621,0.101264903087323,"NFATC2;SRC","CHEK2",0.115118806626244,0.559066652461265
"Ispinesib Mesylate","EN","freq50",46,31,4,5,2,0,13.6804297509557,15.182049525301,0.000304592756703844,27.3200642740314,29.4734077274564,2.53562813105932e-06,"CTNNB1;ERBB3;NFATC2;SRC","CHEK2;KDM5C;KMT2D;NOTCH1;RB1",0.00244597213716723,6.10855867937019e-05
"TL-2-105","DSEN","freq50",9,4,0,0,0,0,0,7.45320197044335,1,0,15.5308842067351,1,"","",1,1
"TL-2-105","EN","freq50",34,24,2,1,1,1,8.91761990056211,10.9593134138589,0.0236400190561221,6.10342206249203,8.94706798131811,0.157047688790065,"CTNNB1;IKZF1;MAPK1","NOTCH1",0.08242901381411,0.346813646078059
"AT-7519","DSEN","freq50",9,4,1,0,0,0,17.7826946781057,25.0730690958426,0.0612639240628351,0,15.5308842067351,1,"AKT1","",0.23192771252359,1
"AT-7519","EN","freq50",45,54,3,5,5,0,10.2218902403434,11.7690956979807,0.00387677864605144,14.5056897212504,15.7702727439136,4.13025346727277e-05,"AKT1;CTNNB1;MAPK1","ARID1B;KDM5C;KMT2D;LCK;MYC;NOTCH1;TP53",0.0201440459059536,0.000456048820344702
"TAK-715","DSEN","freq50",6,1,1,0,0,1,28.4610286177919,38.7519844241426,0.0412700234676886,0,46.5958941112912,1,"MAPK1;NDRG1","",0.188561314119612,1
"TAK-715","EN","freq50",29,37,2,2,3,1,10.5670663156548,12.9534184823441,0.0175038123008824,8.04546357093042,9.90062725455506,0.0283579171360002,"AKT1;MAPK1;RB1","LCK;MYC;NOTCH1;TET2",0.0653311304187865,0.0916444883053665
"BX-912","DSEN","freq50",59,47,2,4,1,3,5.00437456161275,6.19080129356809,0.0643830265527612,13.1762578675778,14.6364871751316,0.000347868302011375,"AKT1;ETV6;NDRG1;SMAD2;SRC","BRAF;CHEK2;LRP1B;MSH2;SMARCA4",0.240302845584249,0.0131693000047164
"BX-912","EN","freq50",5,7,0,2,1,0,0,12.8749067024929,1,56.3764233649383,63.9485392258639,0.00102817446677023,"","CHEK2;NOTCH1",1,0.00579715390838535
"ZSTK474","DSEN","freq50",0,6,0,0,0,0,NA,141.64039408867,1,0,10.7516519137265,1,"","",1,1
"ZSTK474","EN","freq50",42,40,2,2,1,1,7.13418441464886,8.79287827772676,0.0349844301756532,7.41042078134284,9.12851422639351,0.0327559009983342,"MAPK1;RB1;SRC","MYC;PIK3R1;TET2",0.109069105841742,0.103337068625697
"AS605240","DSEN","freq50",1,0,1,0,0,0,Inf,426.321252059308,0.00699928625699342,NA,139.790923824959,1,"AKT1","",0.0741924343241303,1
"AS605240","EN","freq50",7,17,2,1,2,1,57.1486234371506,64.8001502629602,0.00100190738334139,8.77479320791966,12.7448632668145,0.11397077400574,"AKT1;TP53","BRAF;NRAS;PIK3R1",0.00680783222014024,0.279650510291862
"Genentech Cpd 10","DSEN","freq50",15,0,2,0,0,0,21.9490755651371,26.3951637588001,0.0048276087831447,NA,139.790923824959,1,"NFATC2;SALL4","",0.0710731293074081,1
"Genentech Cpd 10","EN","freq50",50,30,4,4,3,1,12.484646814749,13.8747785948151,0.000420531386953813,21.7918195825779,24.035412213031,5.87602600445268e-05,"CDH1;CTNNB1;MAP2K1;MAPK1;SALL4","BCL2;CHEK2;ERBB3;KDM5C;NOTCH1;RB1",0.00327767110419884,0.000556123889707128
"GSK1070916","DSEN","freq50",45,42,2,3,1,2,6.6348743190672,8.18590291631044,0.0396822617895167,10.8654750230877,12.4968613395761,0.00330411636968632,"AKT1;ARHGAP26;IKZF1;LPP","BAX;CHEK2;CTNNB1;MSH2",0.184487708319683,0.0515053434098162
"GSK1070916","EN","freq50",49,37,0,4,1,0,0,1.42908560149939,1,17.1782914200942,19.0099992647599,0.000136185526390193,"","BAX;CHEK2;NOTCH1;PIK3R1",1,0.00112778639041879
"AKT inhibitor VIII_repl_228","DSEN","freq50",3,1,0,0,0,0,0,20.2329345531316,1,0,46.5958941112912,1,"","",1,1
"AKT inhibitor VIII_repl_228","EN","freq50",46,36,2,3,2,1,6.48392847557289,8.00176432352122,0.0412984554655219,12.8407411046804,14.7371570950485,0.0021203379163857,"ETNK1;JUN;MAPK1","HRAS;NOTCH1;PIK3R1;SMAD4",0.122967311217565,0.0112377909568442
"Enzastaurin","DSEN","freq50",20,23,1,1,1,1,7.48763574973037,10.9264985426435,0.131083952970836,6.3809836849932,9.34493224932249,0.151024086362041,"AKT1;NDRG1","LCK;RB1",0.390306152104175,0.727661507017107
"Enzastaurin","EN","freq50",22,32,1,2,2,1,6.77362675090947,9.9096203210605,0.143210672666564,9.38835023934642,11.525018051507,0.0216129792734696,"AKT1;NDRG1","LCK;NOTCH1;RB1",0.335848037669375,0.0743823312658369
