drug,threshold,n_targets,en_any,dsen_shared_any,dsen_tissue_any,dsen_combined_any
Tanespimycin,0.005,1,FALSE,FALSE,FALSE,FALSE
VX-702,0.005,1,FALSE,FALSE,FALSE,FALSE
Motesanib,0.005,4,FALSE,TRUE,TRUE,TRUE
KU-55933,0.005,1,FALSE,TRUE,TRUE,TRUE
Elesclomol,0.005,1,TRUE,TRUE,FALSE,TRUE
Afatinib,0.005,2,TRUE,TRUE,TRUE,TRUE
Vismodegib,0.005,1,FALSE,FALSE,FALSE,FALSE
PLX-4720,0.005,1,TRUE,TRUE,FALSE,TRUE
NU7441,0.005,1,FALSE,FALSE,FALSE,FALSE
SL0101,0.005,4,FALSE,FALSE,FALSE,FALSE
Doramapimod,0.005,2,FALSE,FALSE,FALSE,FALSE
JNK Inhibitor VIII,0.005,1,FALSE,TRUE,TRUE,TRUE
681640,0.005,2,FALSE,FALSE,TRUE,TRUE
Nutlin-3a (-),0.005,1,TRUE,TRUE,FALSE,TRUE
PD173074,0.005,3,TRUE,TRUE,TRUE,TRUE
ZM447439,0.005,2,FALSE,FALSE,FALSE,FALSE
RO-3306,0.005,1,FALSE,FALSE,TRUE,TRUE
MK-2206,0.005,2,TRUE,FALSE,TRUE,TRUE
Palbociclib,0.005,2,FALSE,FALSE,FALSE,FALSE
Dactolisib,0.005,2,TRUE,TRUE,TRUE,TRUE
Pictilisib,0.005,1,TRUE,FALSE,FALSE,FALSE
AZD8055,0.005,1,TRUE,FALSE,TRUE,TRUE
PD0325901,0.005,2,TRUE,TRUE,TRUE,TRUE
SB590885,0.005,1,TRUE,TRUE,FALSE,TRUE
Selumetinib,0.005,2,TRUE,FALSE,TRUE,TRUE
AZD6482,0.005,1,TRUE,FALSE,TRUE,TRUE
CCT007093,0.005,1,FALSE,TRUE,FALSE,TRUE
EHT-1864,0.005,3,FALSE,TRUE,FALSE,TRUE
BMS-536924,0.005,2,TRUE,FALSE,TRUE,TRUE
Cetuximab,0.005,1,TRUE,TRUE,FALSE,TRUE
PF-4708671,0.005,1,TRUE,FALSE,FALSE,FALSE
Serdemetan,0.005,1,FALSE,TRUE,FALSE,TRUE
HG-5-113-01,0.005,1,FALSE,FALSE,FALSE,FALSE
HG-5-88-01,0.005,2,FALSE,FALSE,FALSE,FALSE
TW 37,0.005,3,TRUE,FALSE,FALSE,FALSE
XMD11-85h,0.005,2,FALSE,FALSE,FALSE,FALSE
ZG-10,0.005,1,FALSE,FALSE,FALSE,FALSE
XMD8-92,0.005,1,TRUE,FALSE,FALSE,FALSE
QL-VIII-58,0.005,2,FALSE,TRUE,TRUE,TRUE
CCT-018159,0.005,1,TRUE,TRUE,TRUE,TRUE
Rucaparib,0.005,2,FALSE,FALSE,TRUE,TRUE
GSK269962A,0.005,2,TRUE,FALSE,TRUE,TRUE
Tamoxifen,0.005,1,TRUE,TRUE,FALSE,TRUE
QL-XII-61,0.005,2,FALSE,FALSE,FALSE,FALSE
JQ1,0.005,4,TRUE,FALSE,TRUE,TRUE
PFI-1,0.005,1,FALSE,FALSE,FALSE,FALSE
IOX2,0.005,1,FALSE,FALSE,FALSE,FALSE
CHIR-99021,0.005,2,TRUE,TRUE,TRUE,TRUE
(5Z)-7-Oxozeaenol,0.005,1,FALSE,FALSE,FALSE,FALSE
Daporinad,0.005,1,TRUE,TRUE,TRUE,TRUE
Talazoparib,0.005,2,FALSE,FALSE,FALSE,FALSE
UNC1215,0.005,1,FALSE,FALSE,FALSE,FALSE
SGC0946,0.005,1,FALSE,FALSE,FALSE,FALSE
XAV939,0.005,1,TRUE,FALSE,FALSE,FALSE
PLX-4720_repl_1371,0.005,1,TRUE,TRUE,TRUE,TRUE
Trametinib,0.005,2,TRUE,TRUE,TRUE,TRUE
Dabrafenib,0.005,1,TRUE,TRUE,TRUE,TRUE
Afatinib_repl_1377,0.005,2,TRUE,TRUE,TRUE,TRUE
SN-38,0.005,1,FALSE,FALSE,FALSE,FALSE
Olaparib,0.005,2,TRUE,FALSE,FALSE,FALSE
Selumetinib_repl_1498,0.005,2,TRUE,TRUE,TRUE,TRUE
Bicalutamide,0.005,1,FALSE,TRUE,FALSE,TRUE
Refametinib,0.005,2,TRUE,TRUE,TRUE,TRUE
Pictilisib_repl_1527,0.005,1,TRUE,TRUE,FALSE,TRUE
NSC-87877,0.005,2,FALSE,FALSE,TRUE,TRUE
Bicalutamide_repl_150,0.005,1,FALSE,TRUE,TRUE,TRUE
QS11,0.005,1,FALSE,FALSE,FALSE,FALSE
CP466722,0.005,1,TRUE,TRUE,TRUE,TRUE
Midostaurin,0.005,4,TRUE,TRUE,FALSE,TRUE
CHIR-99021_repl_154,0.005,2,FALSE,FALSE,TRUE,TRUE
Ponatinib,0.005,7,TRUE,TRUE,TRUE,TRUE
AZD6482_repl_156,0.005,1,FALSE,FALSE,FALSE,FALSE
JNK-9L,0.005,2,TRUE,TRUE,FALSE,TRUE
PF-562271,0.005,2,FALSE,TRUE,FALSE,TRUE
HG6-64-1,0.005,1,TRUE,TRUE,TRUE,TRUE
JQ1_repl_163,0.005,4,FALSE,FALSE,FALSE,FALSE
JQ12,0.005,2,TRUE,FALSE,FALSE,FALSE
DMOG,0.005,1,FALSE,FALSE,FALSE,FALSE
OSU-03012,0.005,1,TRUE,TRUE,FALSE,TRUE
AKT inhibitor VIII,0.005,3,FALSE,TRUE,TRUE,TRUE
Embelin,0.005,1,FALSE,FALSE,FALSE,FALSE
IPA-3,0.005,1,TRUE,TRUE,TRUE,TRUE
GSK650394,0.005,2,FALSE,FALSE,FALSE,FALSE
BAY-61-3606,0.005,1,TRUE,TRUE,TRUE,TRUE
Obatoclax Mesylate,0.005,4,TRUE,TRUE,TRUE,TRUE
BMS-754807,0.005,2,TRUE,TRUE,TRUE,TRUE
Linsitinib,0.005,1,TRUE,TRUE,TRUE,TRUE
LFM-A13,0.005,1,FALSE,FALSE,FALSE,FALSE
GW-2580,0.005,1,FALSE,FALSE,FALSE,FALSE
Luminespib,0.005,1,FALSE,FALSE,FALSE,FALSE
Bryostatin 1,0.005,1,FALSE,FALSE,FALSE,FALSE
Pazopanib,0.005,4,TRUE,TRUE,TRUE,TRUE
Dacinostat,0.005,1,TRUE,FALSE,FALSE,FALSE
GSK1904529A,0.005,2,FALSE,FALSE,TRUE,TRUE
BMS-345541,0.005,2,FALSE,FALSE,TRUE,TRUE
Ruxolitinib,0.005,2,TRUE,FALSE,TRUE,TRUE
AS601245,0.005,2,TRUE,TRUE,FALSE,TRUE
Ispinesib Mesylate,0.005,1,FALSE,FALSE,FALSE,FALSE
AT-7519,0.005,5,TRUE,TRUE,FALSE,TRUE
TAK-715,0.005,2,TRUE,TRUE,TRUE,TRUE
BX-912,0.005,1,FALSE,TRUE,TRUE,TRUE
ZSTK474,0.005,1,FALSE,FALSE,TRUE,TRUE
AS605240,0.005,1,TRUE,FALSE,TRUE,TRUE
Genentech Cpd 10,0.005,2,FALSE,FALSE,TRUE,TRUE
GSK1070916,0.005,2,FALSE,FALSE,TRUE,TRUE
AKT inhibitor VIII_repl_228,0.005,3,TRUE,TRUE,TRUE,TRUE
Enzastaurin,0.005,1,TRUE,TRUE,FALSE,TRUE
GSK429286A,0.005,2,FALSE,FALSE,FALSE,FALSE
FMK,0.005,1,FALSE,FALSE,FALSE,FALSE
QL-XII-47,0.005,2,FALSE,FALSE,FALSE,FALSE
Idelalisib,0.005,1,FALSE,FALSE,TRUE,TRUE
Cabozantinib,0.005,9,TRUE,TRUE,TRUE,TRUE
WZ3105,0.005,5,TRUE,TRUE,FALSE,TRUE
XMD14-99,0.005,3,TRUE,TRUE,FALSE,TRUE
Quizartinib,0.005,1,TRUE,FALSE,TRUE,TRUE
CP724714,0.005,1,TRUE,TRUE,TRUE,TRUE
JW-7-24-1,0.005,1,TRUE,FALSE,TRUE,TRUE
NPK76-II-72-1,0.005,1,FALSE,TRUE,TRUE,TRUE
NG-25,0.005,2,FALSE,FALSE,FALSE,FALSE
TL-1-85,0.005,2,TRUE,FALSE,TRUE,TRUE
VX-11e,0.005,1,FALSE,TRUE,FALSE,TRUE
FR-180204,0.005,2,FALSE,TRUE,FALSE,TRUE
Tubastatin A,0.005,3,FALSE,FALSE,FALSE,FALSE
Sepantronium bromide,0.005,1,FALSE,FALSE,FALSE,FALSE
NSC-207895,0.005,1,FALSE,FALSE,TRUE,TRUE
VNLG/124,0.005,1,FALSE,FALSE,FALSE,FALSE
AR-42,0.005,1,TRUE,TRUE,TRUE,TRUE
CUDC-101,0.005,2,TRUE,TRUE,FALSE,TRUE
Belinostat,0.005,1,TRUE,FALSE,TRUE,TRUE
I-BET-762,0.005,3,FALSE,FALSE,TRUE,TRUE
CAY10603,0.005,2,TRUE,TRUE,TRUE,TRUE
Linifanib,0.005,6,TRUE,FALSE,TRUE,TRUE
BIX02189,0.005,2,FALSE,FALSE,TRUE,TRUE
Alectinib,0.005,1,FALSE,TRUE,FALSE,TRUE
Pelitinib,0.005,1,TRUE,TRUE,TRUE,TRUE
Omipalisib,0.005,2,TRUE,FALSE,TRUE,TRUE
KIN001-236,0.005,2,FALSE,FALSE,FALSE,FALSE
KIN001-244,0.005,1,TRUE,TRUE,TRUE,TRUE
WHI-P97,0.005,1,FALSE,FALSE,FALSE,FALSE
KIN001-260,0.005,1,FALSE,FALSE,FALSE,FALSE
KIN001-266,0.005,1,TRUE,FALSE,FALSE,FALSE
Masitinib,0.005,3,TRUE,TRUE,FALSE,TRUE
Amuvatinib,0.005,3,FALSE,TRUE,FALSE,TRUE
MPS-1-IN-1,0.005,1,FALSE,FALSE,FALSE,FALSE
NVP-BHG712,0.005,4,TRUE,TRUE,TRUE,TRUE
OSI-930,0.005,2,TRUE,TRUE,TRUE,TRUE
OSI-027,0.005,1,TRUE,TRUE,TRUE,TRUE
PHA-793887,0.005,3,FALSE,FALSE,TRUE,TRUE
PI-103,0.005,5,TRUE,TRUE,TRUE,TRUE
SB52334,0.005,1,FALSE,FALSE,TRUE,TRUE
TPCA-1,0.005,1,FALSE,TRUE,TRUE,TRUE
Fedratinib,0.005,1,TRUE,TRUE,TRUE,TRUE
WIKI4,0.005,1,FALSE,FALSE,FALSE,FALSE
Y-39983,0.005,1,TRUE,FALSE,FALSE,FALSE
YM201636,0.005,1,FALSE,FALSE,TRUE,TRUE
Tivozanib,0.005,5,TRUE,FALSE,TRUE,TRUE
GSK690693,0.005,3,TRUE,TRUE,TRUE,TRUE
QL-XI-92,0.005,1,FALSE,FALSE,TRUE,TRUE
XMD13-2,0.005,1,FALSE,FALSE,TRUE,TRUE
QL-X-138,0.005,1,TRUE,FALSE,FALSE,FALSE
XMD15-27,0.005,1,FALSE,FALSE,FALSE,FALSE
T0901317,0.005,2,FALSE,FALSE,TRUE,TRUE
Selisistat,0.005,1,TRUE,FALSE,FALSE,FALSE
THZ-2-49,0.005,1,FALSE,FALSE,FALSE,FALSE
KIN001-270,0.005,1,TRUE,FALSE,FALSE,FALSE
Camptothecin,0.005,1,FALSE,FALSE,FALSE,FALSE
Gefitinib,0.005,1,TRUE,TRUE,TRUE,TRUE
Navitoclax,0.005,3,TRUE,TRUE,TRUE,TRUE
Nilotinib,0.005,1,TRUE,TRUE,FALSE,TRUE
Refametinib_repl_1014,0.005,2,TRUE,TRUE,TRUE,TRUE
CI-1040,0.005,2,TRUE,TRUE,TRUE,TRUE
Temsirolimus,0.005,1,TRUE,TRUE,TRUE,TRUE
Olaparib_repl_1017,0.005,2,FALSE,FALSE,TRUE,TRUE
Veliparib,0.005,2,FALSE,FALSE,TRUE,TRUE
Bosutinib,0.005,3,FALSE,TRUE,TRUE,TRUE
Lenalidomide,0.005,1,FALSE,FALSE,FALSE,FALSE
Axitinib,0.005,3,TRUE,TRUE,TRUE,TRUE
AZD7762,0.005,2,TRUE,TRUE,TRUE,TRUE
GW441756,0.005,1,FALSE,FALSE,FALSE,FALSE
SNX-2112,0.005,1,TRUE,FALSE,FALSE,FALSE
THZ-2-102-1,0.005,1,TRUE,TRUE,FALSE,TRUE
SB216763,0.005,2,TRUE,TRUE,FALSE,TRUE
Erlotinib,0.005,1,FALSE,FALSE,TRUE,TRUE
Rapamycin,0.005,1,TRUE,TRUE,TRUE,TRUE
Sunitinib,0.005,6,TRUE,TRUE,TRUE,TRUE
PHA-665752,0.005,1,FALSE,TRUE,FALSE,TRUE
MG-132,0.005,1,TRUE,TRUE,TRUE,TRUE
Cyclopamine,0.005,1,FALSE,FALSE,FALSE,FALSE
AZ628,0.005,1,TRUE,FALSE,TRUE,TRUE
Sorafenib,0.005,4,FALSE,FALSE,TRUE,TRUE
Tozasertib,0.005,3,FALSE,FALSE,FALSE,FALSE
Imatinib,0.005,3,TRUE,FALSE,TRUE,TRUE
NVP-TAE684,0.005,1,TRUE,FALSE,FALSE,FALSE
Crizotinib,0.005,3,TRUE,TRUE,FALSE,TRUE
Saracatinib,0.005,2,TRUE,FALSE,TRUE,TRUE
S-Trityl-L-cysteine,0.005,1,TRUE,FALSE,FALSE,FALSE
Z-LLNle-CHO,0.005,1,FALSE,FALSE,FALSE,FALSE
Dasatinib,0.005,5,TRUE,FALSE,TRUE,TRUE
GNF-2,0.005,1,TRUE,FALSE,TRUE,TRUE
CGP-60474,0.005,6,TRUE,FALSE,TRUE,TRUE
CGP-082996,0.005,1,FALSE,FALSE,FALSE,FALSE
A-770041,0.005,2,FALSE,FALSE,TRUE,TRUE
WH-4-023,0.005,2,TRUE,FALSE,TRUE,TRUE
WZ-1-84,0.005,1,FALSE,FALSE,FALSE,FALSE
BI-2536,0.005,3,TRUE,TRUE,FALSE,TRUE
BMS-536924_repl_62,0.005,2,FALSE,FALSE,FALSE,FALSE
BMS-509744,0.005,1,FALSE,FALSE,FALSE,FALSE
CMK,0.005,1,FALSE,FALSE,FALSE,FALSE
JW-7-52-1,0.005,1,TRUE,TRUE,FALSE,TRUE
A-443654,0.005,3,TRUE,FALSE,TRUE,TRUE
GW843682X,0.005,1,FALSE,FALSE,FALSE,FALSE
Entinostat,0.005,2,FALSE,FALSE,FALSE,FALSE
Parthenolide,0.005,1,FALSE,FALSE,FALSE,FALSE
GSK319347A,0.005,1,FALSE,FALSE,FALSE,FALSE
TGX221,0.005,1,TRUE,FALSE,FALSE,FALSE
XMD8-85,0.005,1,TRUE,FALSE,FALSE,FALSE
Seliciclib,0.005,3,FALSE,FALSE,FALSE,FALSE
Salubrinal,0.005,1,FALSE,FALSE,FALSE,FALSE
Lapatinib,0.005,2,FALSE,TRUE,TRUE,TRUE
GSK269962A_repl_127,0.005,2,FALSE,FALSE,TRUE,TRUE
Tanespimycin,0.05,1,FALSE,FALSE,FALSE,FALSE
VX-702,0.05,1,FALSE,FALSE,FALSE,FALSE
Motesanib,0.05,4,FALSE,FALSE,TRUE,TRUE
KU-55933,0.05,1,FALSE,FALSE,FALSE,FALSE
Elesclomol,0.05,1,FALSE,FALSE,FALSE,FALSE
Afatinib,0.05,2,TRUE,TRUE,TRUE,TRUE
Vismodegib,0.05,1,FALSE,FALSE,FALSE,FALSE
PLX-4720,0.05,1,TRUE,TRUE,FALSE,TRUE
NU7441,0.05,1,FALSE,FALSE,FALSE,FALSE
SL0101,0.05,4,FALSE,FALSE,FALSE,FALSE
Doramapimod,0.05,2,FALSE,FALSE,FALSE,FALSE
JNK Inhibitor VIII,0.05,1,FALSE,FALSE,FALSE,FALSE
681640,0.05,2,FALSE,FALSE,TRUE,TRUE
Nutlin-3a (-),0.05,1,TRUE,TRUE,FALSE,TRUE
PD173074,0.05,3,TRUE,TRUE,TRUE,TRUE
ZM447439,0.05,2,FALSE,FALSE,FALSE,FALSE
RO-3306,0.05,1,FALSE,FALSE,TRUE,TRUE
MK-2206,0.05,2,TRUE,FALSE,FALSE,FALSE
Palbociclib,0.05,2,FALSE,FALSE,FALSE,FALSE
Dactolisib,0.05,2,FALSE,FALSE,FALSE,FALSE
Pictilisib,0.05,1,FALSE,FALSE,FALSE,FALSE
AZD8055,0.05,1,TRUE,FALSE,FALSE,FALSE
PD0325901,0.05,2,TRUE,TRUE,TRUE,TRUE
SB590885,0.05,1,TRUE,TRUE,FALSE,TRUE
Selumetinib,0.05,2,TRUE,FALSE,TRUE,TRUE
AZD6482,0.05,1,TRUE,FALSE,TRUE,TRUE
CCT007093,0.05,1,FALSE,FALSE,FALSE,FALSE
EHT-1864,0.05,3,FALSE,TRUE,FALSE,TRUE
BMS-536924,0.05,2,FALSE,FALSE,FALSE,FALSE
Cetuximab,0.05,1,TRUE,TRUE,FALSE,TRUE
PF-4708671,0.05,1,FALSE,FALSE,FALSE,FALSE
Serdemetan,0.05,1,FALSE,FALSE,FALSE,FALSE
HG-5-113-01,0.05,1,FALSE,FALSE,FALSE,FALSE
HG-5-88-01,0.05,2,FALSE,FALSE,FALSE,FALSE
TW 37,0.05,3,TRUE,FALSE,FALSE,FALSE
XMD11-85h,0.05,2,FALSE,FALSE,FALSE,FALSE
ZG-10,0.05,1,FALSE,FALSE,FALSE,FALSE
XMD8-92,0.05,1,FALSE,FALSE,FALSE,FALSE
QL-VIII-58,0.05,2,FALSE,TRUE,FALSE,TRUE
CCT-018159,0.05,1,FALSE,FALSE,FALSE,FALSE
Rucaparib,0.05,2,FALSE,FALSE,FALSE,FALSE
GSK269962A,0.05,2,FALSE,FALSE,FALSE,FALSE
Tamoxifen,0.05,1,FALSE,FALSE,FALSE,FALSE
QL-XII-61,0.05,2,FALSE,FALSE,FALSE,FALSE
JQ1,0.05,4,FALSE,FALSE,FALSE,FALSE
PFI-1,0.05,1,FALSE,FALSE,FALSE,FALSE
IOX2,0.05,1,FALSE,FALSE,FALSE,FALSE
CHIR-99021,0.05,2,TRUE,FALSE,TRUE,TRUE
(5Z)-7-Oxozeaenol,0.05,1,FALSE,FALSE,FALSE,FALSE
Daporinad,0.05,1,FALSE,FALSE,FALSE,FALSE
Talazoparib,0.05,2,FALSE,FALSE,FALSE,FALSE
UNC1215,0.05,1,FALSE,FALSE,FALSE,FALSE
SGC0946,0.05,1,FALSE,FALSE,FALSE,FALSE
XAV939,0.05,1,FALSE,FALSE,FALSE,FALSE
PLX-4720_repl_1371,0.05,1,TRUE,TRUE,TRUE,TRUE
Trametinib,0.05,2,TRUE,TRUE,TRUE,TRUE
Dabrafenib,0.05,1,TRUE,TRUE,TRUE,TRUE
Afatinib_repl_1377,0.05,2,TRUE,TRUE,TRUE,TRUE
SN-38,0.05,1,FALSE,FALSE,FALSE,FALSE
Olaparib,0.05,2,FALSE,FALSE,FALSE,FALSE
Selumetinib_repl_1498,0.05,2,TRUE,TRUE,FALSE,TRUE
Bicalutamide,0.05,1,FALSE,FALSE,FALSE,FALSE
Refametinib,0.05,2,TRUE,TRUE,TRUE,TRUE
Pictilisib_repl_1527,0.05,1,FALSE,FALSE,FALSE,FALSE
NSC-87877,0.05,2,FALSE,FALSE,FALSE,FALSE
Bicalutamide_repl_150,0.05,1,FALSE,TRUE,TRUE,TRUE
QS11,0.05,1,FALSE,FALSE,FALSE,FALSE
CP466722,0.05,1,FALSE,FALSE,TRUE,TRUE
Midostaurin,0.05,4,TRUE,TRUE,FALSE,TRUE
CHIR-99021_repl_154,0.05,2,FALSE,FALSE,FALSE,FALSE
Ponatinib,0.05,7,TRUE,TRUE,FALSE,TRUE
AZD6482_repl_156,0.05,1,FALSE,FALSE,FALSE,FALSE
JNK-9L,0.05,2,FALSE,FALSE,FALSE,FALSE
PF-562271,0.05,2,FALSE,FALSE,FALSE,FALSE
HG6-64-1,0.05,1,TRUE,FALSE,FALSE,FALSE
JQ1_repl_163,0.05,4,FALSE,FALSE,FALSE,FALSE
JQ12,0.05,2,FALSE,FALSE,FALSE,FALSE
DMOG,0.05,1,FALSE,FALSE,FALSE,FALSE
OSU-03012,0.05,1,TRUE,TRUE,FALSE,TRUE
AKT inhibitor VIII,0.05,3,FALSE,TRUE,FALSE,TRUE
Embelin,0.05,1,FALSE,FALSE,FALSE,FALSE
IPA-3,0.05,1,FALSE,FALSE,TRUE,TRUE
GSK650394,0.05,2,FALSE,FALSE,FALSE,FALSE
BAY-61-3606,0.05,1,TRUE,FALSE,TRUE,TRUE
Obatoclax Mesylate,0.05,4,FALSE,FALSE,TRUE,TRUE
BMS-754807,0.05,2,TRUE,FALSE,TRUE,TRUE
Linsitinib,0.05,1,TRUE,FALSE,TRUE,TRUE
LFM-A13,0.05,1,FALSE,FALSE,FALSE,FALSE
GW-2580,0.05,1,FALSE,FALSE,FALSE,FALSE
Luminespib,0.05,1,FALSE,FALSE,FALSE,FALSE
Bryostatin 1,0.05,1,FALSE,FALSE,FALSE,FALSE
Pazopanib,0.05,4,TRUE,TRUE,FALSE,TRUE
Dacinostat,0.05,1,FALSE,FALSE,FALSE,FALSE
GSK1904529A,0.05,2,FALSE,FALSE,TRUE,TRUE
BMS-345541,0.05,2,FALSE,FALSE,FALSE,FALSE
Ruxolitinib,0.05,2,TRUE,FALSE,TRUE,TRUE
AS601245,0.05,2,TRUE,FALSE,FALSE,FALSE
Ispinesib Mesylate,0.05,1,FALSE,FALSE,FALSE,FALSE
AT-7519,0.05,5,TRUE,FALSE,FALSE,FALSE
TAK-715,0.05,2,TRUE,FALSE,TRUE,TRUE
BX-912,0.05,1,FALSE,FALSE,FALSE,FALSE
ZSTK474,0.05,1,FALSE,FALSE,TRUE,TRUE
AS605240,0.05,1,FALSE,FALSE,TRUE,TRUE
Genentech Cpd 10,0.05,2,FALSE,FALSE,FALSE,FALSE
GSK1070916,0.05,2,FALSE,FALSE,FALSE,FALSE
AKT inhibitor VIII_repl_228,0.05,3,TRUE,FALSE,TRUE,TRUE
Enzastaurin,0.05,1,TRUE,FALSE,FALSE,FALSE
GSK429286A,0.05,2,FALSE,FALSE,FALSE,FALSE
